id_penginapan,kabupaten,nama_penginapan,rating,harga,jumlah_ulasan,latitude,longitude,google_maps_link
71GA,Kota Yogyakarta,Cordela Kartika Dewi Malioboro Yogyakarta,4.0,328000,4006,-7.79836,110.36189,https://www.google.com/maps/search/Cordela%20Kartika%20Dewi%20Malioboro%20Yogyakarta
CBGP,Kota Yogyakarta,D'Salvatore Art & Boutique Hotel,4.0,266000,2628,-7.783526,110.42571,https://www.google.com/maps/search/D%27Salvatore%20Art%20%26%20Boutique%20Hotel
F858,Kota Yogyakarta,Yellow Star Hotel Ambarrukmo,4.0,313000,3943,-7.783408,110.39769,https://www.google.com/maps/search/Yellow%20Star%20Hotel%20Ambarrukmo
FYXT,Kota Yogyakarta,Malioboro Prime Hotel,4.0,375000,2788,-7.790097,110.36539,https://www.google.com/maps/search/Malioboro%20Prime%20Hotel
5WR4,Kota Yogyakarta,HOM Platinum,3.5,484000,2132,-7.787695,110.3637,https://www.google.com/maps/search/HOM%20Platinum
H92O,Kota Yogyakarta,@HOM Premiere Timoho Jogjakarta,4.5,328000,2132,-7.798264,110.392555,https://www.google.com/maps/search/%40HOM%20Premiere%20Timoho%20Jogjakarta
3MMT,Kota Yogyakarta,Patra Malioboro Hotel,5.0,547000,1512,-7.791959,110.36389,https://www.google.com/maps/search/Patra%20Malioboro%20Hotel
XO9Q,Kota Yogyakarta,Kotta GO Yogyakarta,5.0,281000,1051,-7.782847974,110.3629154,https://www.google.com/maps/search/Kotta%20GO%20Yogyakarta
2X74,Kota Yogyakarta,Hotel Diana Jogja,4.0,266000,800,-7.817791,110.363556,https://www.google.com/maps/search/Hotel%20Diana%20Jogja
AQ9S,Sleman,D'Kaliurang Resort & Convention,4.5,391000,1793,-7.607222,110.41918,https://www.google.com/maps/search/D%27Kaliurang%20Resort%20%26%20Convention
PTNC,Kota Yogyakarta,Yellow Star Hotel Gejayan,4.0,313000,3721,-7.771337,110.38988,https://www.google.com/maps/search/Yellow%20Star%20Hotel%20Gejayan
82DI,Sleman,The Kharma Villas Yogyakarta,4.6,578000,1281,-7.739588,110.36883,https://www.google.com/maps/search/The%20Kharma%20Villas%20Yogyakarta
OF2C,Kota Yogyakarta,Aveta Hotel Malioboro,4.0,391000,3227,-7.793897,110.3658,https://www.google.com/maps/search/Aveta%20Hotel%20Malioboro
D46H,Kota Yogyakarta,Crystal Lotus Yogyakarta,3.5,609000,8095,-7.759364,110.36228,https://www.google.com/maps/search/Crystal%20Lotus%20Yogyakarta
A2R7,Kota Yogyakarta,Grand Senyum Hotel,4.5,328000,2288,-7.782988,110.36539,https://www.google.com/maps/search/Grand%20Senyum%20Hotel
Z85F,Sleman,Griya Persada Convention Hotel & Resort Kaliurang Sleman Yogyakarta,4.0,281000,2997,-7.607022,110.421715,https://www.google.com/maps/search/Griya%20Persada%20Convention%20Hotel%20%26%20Resort%20Kaliurang%20Sleman%20Yogyakarta
4Y1H,Kota Yogyakarta,Paku Mas Hotel,4.0,438000,2412,-7.783692,110.40351,https://www.google.com/maps/search/Paku%20Mas%20Hotel
ZU69,Kota Yogyakarta,Cavinton Hotel,4.0,781000,6745,-7.800629,110.35611,https://www.google.com/maps/search/Cavinton%20Hotel
VT9H,Sleman,Sofia Boutique Residence,4.5,188000,908,-7.741354,110.37059,https://www.google.com/maps/search/Sofia%20Boutique%20Residence
EFMU,Kota Yogyakarta,Hotel Kusuma,4.0,281000,636,-7.754056,110.40897,https://www.google.com/maps/search/Hotel%20Kusuma
V9I3,Kota Yogyakarta,Nueve Malioboro Hotel Yogyakarta,4.0,375000,2209,-7.795935,110.368614,https://www.google.com/maps/search/Nueve%20Malioboro%20Hotel%20Yogyakarta
LH83,Kulon Progo,Cordia Hotel Yogyakarta,4.5,359000,1317,-7.897905,110.05975,https://www.google.com/maps/search/Cordia%20Hotel%20Yogyakarta
P3MY,Kota Yogyakarta,Arte Hotel Malioboro Yogyakarta,4.5,781000,2302,-7.789978,110.36232,https://www.google.com/maps/search/Arte%20Hotel%20Malioboro%20Yogyakarta
6CI3,Kota Yogyakarta,ÃÂl Hotel Royale Yogyakarta Malioboro,5.0,313000,3282,-7.793795,110.364914,https://www.google.com/maps/search/%C3%83%C2%83%C3%82%C2%89l%20Hotel%20Royale%20Yogyakarta%20Malioboro
6U9C,Kota Yogyakarta,Grand Malioboro Yogyakarta,3.5,281000,2838,-7.793856,110.36219,https://www.google.com/maps/search/Grand%20Malioboro%20Yogyakarta
KU5V,Kota Yogyakarta,Cakra Kusuma Hotel,3.5,297000,3303,-7.76006,110.38089,https://www.google.com/maps/search/Cakra%20Kusuma%20Hotel
RT68,Kota Yogyakarta,Forriz Hotel Yogyakarta,4.0,359000,4360,-7.795434,110.35351,https://www.google.com/maps/search/Forriz%20Hotel%20Yogyakarta
K8FO,Kota Yogyakarta,Ayaartta Hotel Malioboro,4.0,344000,3255,-7.801556,110.35693,https://www.google.com/maps/search/Ayaartta%20Hotel%20Malioboro
M356,Kota Yogyakarta,Peti Mas Hotel,3.5,203000,1142,-7.794339,110.364174,https://www.google.com/maps/search/Peti%20Mas%20Hotel
66Z5,Kota Yogyakarta,Front One Cabin Malioboro Jogja,4.5,281000,699,-7.79755,110.37058,https://www.google.com/maps/search/Front%20One%20Cabin%20Malioboro%20Jogja
CB6R,Kota Yogyakarta,Amaris Hotel Sagan Jogja,4.0,734000,2660,-7.780237,110.37922,https://www.google.com/maps/search/Amaris%20Hotel%20Sagan%20Jogja
CPOX,Kota Yogyakarta,Royal Malioboro Yogyakarta by Aston,4.5,375000,3643,-7.790012,110.3642,https://www.google.com/maps/search/Royal%20Malioboro%20Yogyakarta%20by%20Aston
I0FJ,Kota Yogyakarta,Aveon Hotel Yogyakarta by Daphna International,4.5,203000,2022,-7.764008,110.42263,https://www.google.com/maps/search/Aveon%20Hotel%20Yogyakarta%20by%20Daphna%20International
AA9G,Kota Yogyakarta,Front One Resort Yogyakarta,4.0,297000,2725,-7.762336,110.416016,https://www.google.com/maps/search/Front%20One%20Resort%20Yogyakarta
L1CV,Kota Yogyakarta,Ros-In Hotel,4.0,234000,4400,-7.835804,110.367836,https://www.google.com/maps/search/Ros-In%20Hotel
1ZH0,Kota Yogyakarta,Bueno Colombo Hotel and Resorts,3.5,300000,995,-7.768143,110.469894,https://www.google.com/maps/search/Bueno%20Colombo%20Hotel%20and%20Resorts
7VJN,Kota Yogyakarta,Tulips Hotel & Restaurant,4.0,188000,192,-7.818936,110.36603,https://www.google.com/maps/search/Tulips%20Hotel%20%26%20Restaurant
VSUR,Kota Yogyakarta,RedDoorz near Seasons City Mall 3,3.0,219000,75,-6.15875026,106.7920827,https://www.google.com/maps/search/RedDoorz%20near%20Seasons%20City%20Mall%203
ERJM,Kota Yogyakarta,The Grand Palace Hotel Yogyakarta,3.5,766000,2608,-7.82178,110.36433,https://www.google.com/maps/search/The%20Grand%20Palace%20Hotel%20Yogyakarta
Q8SU,Kota Yogyakarta,Royal Darmo Malioboro,4.0,328000,4192,-7.792344,110.35871,https://www.google.com/maps/search/Royal%20Darmo%20Malioboro
K8TK,Kota Yogyakarta,Grand Omah Sastro,4.5,344000,315,-7.771002,110.395,https://www.google.com/maps/search/Grand%20Omah%20Sastro
0T3L,Sleman,Java Village Resort,4.5,281000,3029,-7.711021,110.370415,https://www.google.com/maps/search/Java%20Village%20Resort
H1R8,Kota Yogyakarta,Sahid Raya Hotel & Convention Yogyakarta,3.5,375000,9155,-7.780026,110.41414,https://www.google.com/maps/search/Sahid%20Raya%20Hotel%20%26%20Convention%20Yogyakarta
DP34,Sleman,The Atrium Hotel & Resort,3.5,266000,3813,-7.747619,110.36051,https://www.google.com/maps/search/The%20Atrium%20Hotel%20%26%20Resort
RZ5X,Kota Yogyakarta,Cakra Kembang Hotel,3.5,891000,2310,-7.758546,110.38218,https://www.google.com/maps/search/Cakra%20Kembang%20Hotel
HINO,Sleman,Cangkringan Jogja Villas & Spa,3.5,266000,178,-7.626136,110.445076,https://www.google.com/maps/search/Cangkringan%20Jogja%20Villas%20%26%20Spa
YFXM,Kota Yogyakarta,Zodiak @ Cokroaminoto Yogyakarta,3.5,500000,111,-7.791244,110.35326,https://www.google.com/maps/search/Zodiak%20%40%20Cokroaminoto%20Yogyakarta
LM01,Kota Yogyakarta,Hotel Mutiara Malioboro,3.5,406000,108,-7.794869,110.365616,https://www.google.com/maps/search/Hotel%20Mutiara%20Malioboro
VOUN,Sleman,Omkara Resort,4.0,344000,1099,-7.674429,110.37749,https://www.google.com/maps/search/Omkara%20Resort
NPHD,Sleman,The Cabin Apartment Uttara,3.0,172000,54,-7.740279,110.391884,https://www.google.com/maps/search/The%20Cabin%20Apartment%20Uttara
HUPM,Bantul,Wisma Sanggrahan Syariah Yogyakarta RedPartner,3.0,156000,125,-7.894825,110.32266,https://www.google.com/maps/search/Wisma%20Sanggrahan%20Syariah%20Yogyakarta%20RedPartner
OLH7,Sleman,OYO 1593 Pondok Garini Syariah,3.0,172000,117,7.754473,110.38457,https://www.google.com/maps/search/OYO%201593%20Pondok%20Garini%20Syariah
GWJF,Kota Yogyakarta,RedDoorz Yogya Kembali Malioboro Hotel,3.0,156000,356,-7.80153,110.363,https://www.google.com/maps/search/RedDoorz%20Yogya%20Kembali%20Malioboro%20Hotel
8ZOK,Kota Yogyakarta,OYO 1046 Omah Pathok,3.0,156000,212,-7.797474,110.358,https://www.google.com/maps/search/OYO%201046%20Omah%20Pathok
7X4Q,Kota Yogyakarta,OYO 90496 Izzi Ekslusif,3.0,234000,189,-7.766861,110.39607,https://www.google.com/maps/search/OYO%2090496%20Izzi%20Ekslusif
T1CJ,Kota Yogyakarta,OYO 250 De'gadri Ndalem,3.0,281000,320,-7.819843,110.323875,https://www.google.com/maps/search/OYO%20250%20De%27gadri%20Ndalem
IL0D,Kota Yogyakarta,All Nite & Day Yogyakarta - Gejayan,3.5,156000,3487,-7.780216,110.38797,https://www.google.com/maps/search/All%20Nite%20%26%20Day%20Yogyakarta%20-%20Gejayan
SLAM,Kota Yogyakarta,Ki Agung Prestise Hotel,3.0,297000,288,-7.820544,110.36828,https://www.google.com/maps/search/Ki%20Agung%20Prestise%20Hotel
GS5P,Kota Yogyakarta,Royal Brongto Hotel,3.0,172000,444,-7.81782,110.36034,https://www.google.com/maps/search/Royal%20Brongto%20Hotel
MF9Y,Kota Yogyakarta,Indoluxe Rent Apartment,3.0,156000,745,-7.767307,110.41211,https://www.google.com/maps/search/Indoluxe%20Rent%20Apartment
7BHH,Kota Yogyakarta,Hotel Popi,2.5,234000,6037,-7.76452,110.37925,https://www.google.com/maps/search/Hotel%20Popi
320R,Kota Yogyakarta,Ceria Boutique Hotel,3.0,188000,1056,-7.775058,110.41605,https://www.google.com/maps/search/Ceria%20Boutique%20Hotel
R5OH,Kota Yogyakarta,OYO 1626 Alena Residence,5.0,234000,175,-7.793042,110.35848,https://www.google.com/maps/search/OYO%201626%20Alena%20Residence
ICET,Kota Yogyakarta,S5 Guest House,5.0,188000,193,-7.8043,110.37624,https://www.google.com/maps/search/S5%20Guest%20House
6CQG,Kota Yogyakarta,Prime Cailendra Hotel,4.0,250000,428,-7.81026,110.3772,https://www.google.com/maps/search/Prime%20Cailendra%20Hotel
SG74,Gunungkidul,Omah Sundak Homestay,3.5,219000,171,-8.14654,110.60695,https://www.google.com/maps/search/Omah%20Sundak%20Homestay
HOO5,Kota Yogyakarta,D'paragon Cherry,5.0,300000,328,-7.78301,110.40123,https://www.google.com/maps/search/D%27paragon%20Cherry
CRYB,Kota Yogyakarta,Maple Tree Homestay,5.0,344000,47,-7.781564,110.41414,https://www.google.com/maps/search/Maple%20Tree%20Homestay
K0F6,Kota Yogyakarta,Summer Quest,3.5,156000,862,-7.791899,110.364555,https://www.google.com/maps/search/Summer%20Quest
VAI8,Sleman,Paviliun Bu Sinta RedPartner,3.0,172000,47,-7.744784,110.39194,https://www.google.com/maps/search/Paviliun%20Bu%20Sinta%20RedPartner
S48Z,Sleman,OYO 1855 Elise Exclusive Residence,3.0,172000,94,-7.698685,110.40536,https://www.google.com/maps/search/OYO%201855%20Elise%20Exclusive%20Residence
LSZT,Kota Yogyakarta,Guest House B Fren Syariah Yogya RedPartner,3.0,200000,25,-7.755243,110.400734,https://www.google.com/maps/search/Guest%20House%20B%20Fren%20Syariah%20Yogya%20RedPartner
8FPX,Kota Yogyakarta,OYO 2061 Rizki Dhira Guest House,3.0,156000,23,-7.757294,110.41007,https://www.google.com/maps/search/OYO%202061%20Rizki%20Dhira%20Guest%20House
5UKK,Kota Yogyakarta,RedDoorz Plus @ Jalan Parangtritis 2,3.0,156000,166,-7.83176,110.3673,https://www.google.com/maps/search/RedDoorz%20Plus%20%40%20Jalan%20Parangtritis%202
2140,Kota Yogyakarta,OYO 90778 River inn Malioboro,3.0,156000,180,-7.789872,110.35738,https://www.google.com/maps/search/OYO%2090778%20River%20inn%20Malioboro
FRLH,Kota Yogyakarta,OYO 2394 Hotel Brosta,3.0,156000,97,-7.803434,110.353645,https://www.google.com/maps/search/OYO%202394%20Hotel%20Brosta
VTZ6,Kota Yogyakarta,RedDoorz Plus Near Taman Sari 2,3.0,156000,72,-7.81714,110.3637,https://www.google.com/maps/search/RedDoorz%20Plus%20Near%20Taman%20Sari%202
BKXW,Kota Yogyakarta,Reddoorz Plus Near Alun Alun Selatan,3.0,156000,208,-7.81694,110.3681,https://www.google.com/maps/search/Reddoorz%20Plus%20Near%20Alun%20Alun%20Selatan
Q11O,Kota Yogyakarta,RedDoorz near RS Sarjito Yogyakarta 2,3.0,188000,128,-7.76079,110.3819,https://www.google.com/maps/search/RedDoorz%20near%20RS%20Sarjito%20Yogyakarta%202
ODKN,Kota Yogyakarta,RedDoorz Plus Syariah @ Puri Cempaka,3.0,156000,167,-7.748065,110.48114,https://www.google.com/maps/search/RedDoorz%20Plus%20Syariah%20%40%20Puri%20Cempaka
VLHF,Kota Yogyakarta,Homestay Damandiri Prambanan,3.0,172000,5,-7.751242,110.48477,https://www.google.com/maps/search/Homestay%20Damandiri%20Prambanan
1YVI,Sleman,OYO 1277 Pondok Damai Syariah,3.0,156000,127,-7.694054,110.41716,https://www.google.com/maps/search/OYO%201277%20Pondok%20Damai%20Syariah
8YOD,Kota Yogyakarta,OYO 3467 White Residence,3.0,172000,77,-7.758498,110.40473,https://www.google.com/maps/search/OYO%203467%20White%20Residence
LMXQ,Kota Yogyakarta,OYO 1072 Kampung Condro Wulan Guesthouse,3.0,156000,67,-7.751228,110.40595,https://www.google.com/maps/search/OYO%201072%20Kampung%20Condro%20Wulan%20Guesthouse
UDIW,Kota Yogyakarta,OYO 1196 Hotel Pura Puspa Rosa,3.0,156000,235,-7.776232,110.39534,https://www.google.com/maps/search/OYO%201196%20Hotel%20Pura%20Puspa%20Rosa
NU3R,Kota Yogyakarta,OYO 1319 88 Exclusive Guesthouse,3.0,203000,177,-7.762321,110.396484,https://www.google.com/maps/search/OYO%201319%2088%20Exclusive%20Guesthouse
VKN9,Kota Yogyakarta,OYO Life 2807 Nusa Indah Kost Putri,3.0,750000,2,-7.752304,110.4094,https://www.google.com/maps/search/OYO%20Life%202807%20Nusa%20Indah%20Kost%20Putri
RR6N,Kota Yogyakarta,Diva Residence,3.0,609000,139,-7.762171,110.39754,https://www.google.com/maps/search/Diva%20Residence
8OSO,Kota Yogyakarta,Swiss-Belboutique Yogyakarta,5.0,563000,9009,-7.782883,110.37415,https://www.google.com/maps/search/Swiss-Belboutique%20Yogyakarta
ANUG,Kota Yogyakarta,Hotel Tentrem Yogyakarta,4.5,656000,15478,-7.773843,110.36865,https://www.google.com/maps/search/Hotel%20Tentrem%20Yogyakarta
SAG0,Kota Yogyakarta,Grand Zuri Malioboro Yogyakarta,4.5,469000,16244,-7.787693,110.36669,https://www.google.com/maps/search/Grand%20Zuri%20Malioboro%20Yogyakarta
A2AZ,Kota Yogyakarta,The Manohara Hotel Yogyakarta,5.0,328000,2087,-7.774481,110.388985,https://www.google.com/maps/search/The%20Manohara%20Hotel%20Yogyakarta
2JE7,Kota Yogyakarta,Horison Ultima Riss Yogyakarta,4.5,547000,4606,-7.787736,110.36434,https://www.google.com/maps/search/Horison%20Ultima%20Riss%20Yogyakarta
S5J3,Kota Yogyakarta,Abadi Hotel Malioboro Yogyakarta,4.0,406000,3724,-7.790257,110.36331,https://www.google.com/maps/search/Abadi%20Hotel%20Malioboro%20Yogyakarta
789P,Kota Yogyakarta,Bedhot Homestay,5.0,844000,411,-7.839432,110.35799,https://www.google.com/maps/search/Bedhot%20Homestay
MK8W,Kota Yogyakarta,Gallery Prawirotaman Hotel,4.5,500000,3661,-7.820366,110.37139,https://www.google.com/maps/search/Gallery%20Prawirotaman%20Hotel
3K6M,Kota Yogyakarta,KHAS Tugu Hotel,5.0,250000,4894,-7.78323,110.36311,https://www.google.com/maps/search/KHAS%20Tugu%20Hotel
C4W4,Kota Yogyakarta,Grand Ambarrukmo Hotel,4.5,391000,4632,-7.783364,110.40052,https://www.google.com/maps/search/Grand%20Ambarrukmo%20Hotel
NWF4,Kota Yogyakarta,Royal Ambarrukmo Yogyakarta,4.5,906000,18473,-7.782404,110.40281,https://www.google.com/maps/search/Royal%20Ambarrukmo%20Yogyakarta
TWTZ,Kota Yogyakarta,Kimaya Sudirman Yogyakarta by Harris,4.5,641000,6575,-7.782685,110.377846,https://www.google.com/maps/search/Kimaya%20Sudirman%20Yogyakarta%20by%20Harris
S0GJ,Kota Yogyakarta,Grand Kangen Hotel Urip Sumoharjo,4.5,438000,1480,-7.782904,110.38694,https://www.google.com/maps/search/Grand%20Kangen%20Hotel%20Urip%20Sumoharjo
I6JO,Kota Yogyakarta,KHAS Malioboro Hotel,4.5,547000,4887,-7.798167,110.363335,https://www.google.com/maps/search/KHAS%20Malioboro%20Hotel
290P,Kota Yogyakarta,Eastparc Hotel Yogyakarta,4.5,766000,14812,-7.781834,110.40849,https://www.google.com/maps/search/Eastparc%20Hotel%20Yogyakarta
NM4L,Kota Yogyakarta,GAIA Cosmo Hotel,4.5,359000,5698,-7.798904,110.39246,https://www.google.com/maps/search/GAIA%20Cosmo%20Hotel
AL6A,Kota Yogyakarta,Grand Tjokro Yogyakarta,4.5,609000,5666,-7.766919,110.39153,https://www.google.com/maps/search/Grand%20Tjokro%20Yogyakarta
BMTG,Kota Yogyakarta,Grand Rohan Jogja,4.5,969000,9622,-7.798358,110.404755,https://www.google.com/maps/search/Grand%20Rohan%20Jogja
52D9,Sleman,"Alamanda Villas, Pool & Adventure",5.0,547000,333,-7.747883,110.350555,https://www.google.com/maps/search/Alamanda%20Villas%2C%20Pool%20%26%20Adventure
F0ZA,Kota Yogyakarta,Yogyakarta Marriott Hotel,4.5,375000,11753,-7.7616,110.39828,https://www.google.com/maps/search/Yogyakarta%20Marriott%20Hotel
TDJP,Kota Yogyakarta,Jogja Village,4.5,438000,970,-7.824353,110.3687,https://www.google.com/maps/search/Jogja%20Village
16VD,Kota Yogyakarta,Porta by The Ambarrukmo,5.0,406000,2701,-7.776622,110.382034,https://www.google.com/maps/search/Porta%20by%20The%20Ambarrukmo
Q24Z,Sleman,Hyatt Regency Yogyakarta,4.5,734000,9295,-7.74046,110.373566,https://www.google.com/maps/search/Hyatt%20Regency%20Yogyakarta
TAH0,Kota Yogyakarta,Hotel Santika Premiere Jogja,4.5,266000,6733,-7.78257,110.36972,https://www.google.com/maps/search/Hotel%20Santika%20Premiere%20Jogja
7GKC,Kota Yogyakarta,Grand Serela Hotel Yogyakarta,4.5,406000,3996,-7.768841,110.36124,https://www.google.com/maps/search/Grand%20Serela%20Hotel%20Yogyakarta
V58V,Kota Yogyakarta,Grand Keisha Yogyakarta,4.5,656000,6677,-7.759267,110.3955,https://www.google.com/maps/search/Grand%20Keisha%20Yogyakarta
Z88N,Kota Yogyakarta,KJ Hotel Yogyakarta,4.5,656000,4951,-7.822418,110.36728,https://www.google.com/maps/search/KJ%20Hotel%20Yogyakarta
T9VP,Sleman,The Alana Yogyakarta Hotel and Convention Center,4.5,719000,24671,-7.739619,110.37704,https://www.google.com/maps/search/The%20Alana%20Yogyakarta%20Hotel%20and%20Convention%20Center
RFLP,Kota Yogyakarta,Tjokro Style Yogyakarta,4.5,516000,4406,-7.816475,110.38036,https://www.google.com/maps/search/Tjokro%20Style%20Yogyakarta
WKKQ,Kota Yogyakarta,Satoria Hotel Yogyakarta,4.5,484000,6288,-7.783713,110.4221,https://www.google.com/maps/search/Satoria%20Hotel%20Yogyakarta
P51T,Kota Yogyakarta,INNSIDE By MeliÃÂ¡ Yogyakarta,4.5,969000,7906,-7.767198,110.43163,https://www.google.com/maps/search/INNSIDE%20By%20Meli%C3%83%C2%83%C3%82%C2%A1%20Yogyakarta
VPR7,Kota Yogyakarta,Haer Malioboro,4.0,500000,15238,-7.784842,110.367226,https://www.google.com/maps/search/Haer%20Malioboro
L5AF,Kota Yogyakarta,THE 1O1 Yogyakarta Tugu,4.5,734000,12896,-7.78407,110.366615,https://www.google.com/maps/search/THE%201O1%20Yogyakarta%20Tugu
KSOK,Kota Yogyakarta,YATS Colony,4.5,344000,3356,-7.807967,110.34765,https://www.google.com/maps/search/YATS%20Colony
2Q24,Kota Yogyakarta,Artotel Yogyakarta,4.5,750000,5441,-7.756689,110.3822,https://www.google.com/maps/search/Artotel%20Yogyakarta
WCEQ,Kota Yogyakarta,Melia Purosani,4.5,594000,12581,-7.797035,110.36902,https://www.google.com/maps/search/Melia%20Purosani
XJFN,Sleman,Rumah Mertua Boutique Hotel & Garden Restaurant & Spa,4.5,500000,557,-7.741051,110.36897,https://www.google.com/maps/search/Rumah%20Mertua%20Boutique%20Hotel%20%26%20Garden%20Restaurant%20%26%20Spa
TIR3,Bantul,dOmah Hotel and Village Resort,4.5,625000,1000,-7.871516,110.35331,https://www.google.com/maps/search/dOmah%20Hotel%20and%20Village%20Resort
VOUA,Kota Yogyakarta,Grage Ramayana Hotel,3.5,609000,2662,-7.791862,110.363884,https://www.google.com/maps/search/Grage%20Ramayana%20Hotel
YCN0,Kota Yogyakarta,The Phoenix Hotel Yogyakarta - MGallery Collection,4.5,313000,6345,-7.782678,110.36848,https://www.google.com/maps/search/The%20Phoenix%20Hotel%20Yogyakarta%20-%20MGallery%20Collection
4S4Z,Kota Yogyakarta,Grand Mercure Yogyakarta Adi Sucipto,4.5,313000,23204,-7.783364,110.392204,https://www.google.com/maps/search/Grand%20Mercure%20Yogyakarta%20Adi%20Sucipto
KM5Z,Kota Yogyakarta,Hotel Neo Malioboro,4.0,438000,12252,-7.790074,110.36456,https://www.google.com/maps/search/Hotel%20Neo%20Malioboro
Q60C,Sleman,The Westlake Resort Yogyakarta,4.5,547000,8849,-7.747959,110.33738,https://www.google.com/maps/search/The%20Westlake%20Resort%20Yogyakarta
X1WD,Kota Yogyakarta,Artotel Suites Bianti Yogyakarta,5.0,531000,9133,-7.782832,110.38184,https://www.google.com/maps/search/Artotel%20Suites%20Bianti%20Yogyakarta
VUOD,Kota Yogyakarta,favehotel Malioboro Yogyakarta,4.5,391000,5141,-7.785724,110.36983,https://www.google.com/maps/search/favehotel%20Malioboro%20Yogyakarta
O0LB,Kota Yogyakarta,Hotel 1001 Malam,4.5,156000,447,-7.790534,110.36421,https://www.google.com/maps/search/Hotel%201001%20Malam
LSKJ,Kota Yogyakarta,Greenhost Boutique Hotel,4.0,156000,4846,-7.820128,110.36911,https://www.google.com/maps/search/Greenhost%20Boutique%20Hotel
OD8Y,Kota Yogyakarta,Ibis Styles Yogyakarta,4.0,156000,6638,-7.793691,110.361465,https://www.google.com/maps/search/Ibis%20Styles%20Yogyakarta
QO59,Kota Yogyakarta,Ibis Yogyakarta Adi Sucipto,4.5,766000,4767,-7.783872,110.39201,https://www.google.com/maps/search/Ibis%20Yogyakarta%20Adi%20Sucipto
Q4NA,Kota Yogyakarta,RedDoorz Plus near Amplaz Yogyakarta,3.0,344000,138,-7.78603,110.39961,https://www.google.com/maps/search/RedDoorz%20Plus%20near%20Amplaz%20Yogyakarta
HVJE,Kota Yogyakarta,SPOT ON 2107 Ijo Pupus Syariah Residence,3.0,594000,122,-7.802224,110.40066,https://www.google.com/maps/search/SPOT%20ON%202107%20Ijo%20Pupus%20Syariah%20Residence
XTBO,Kota Yogyakarta,Madina Inn,3.0,531000,261,-7.807235,110.37736,https://www.google.com/maps/search/Madina%20Inn
DH8S,Kota Yogyakarta,RedDoorz near XT Square 3,3.0,531000,90,-7.82176,110.3857,https://www.google.com/maps/search/RedDoorz%20near%20XT%20Square%203
Z260,Kota Yogyakarta,Novotel Suites Yogyakarta Malioboro,4.5,453000,3657,-7.792902,110.36699,https://www.google.com/maps/search/Novotel%20Suites%20Yogyakarta%20Malioboro
Y5BG,Kota Yogyakarta,Student Park Hotel,4.0,484000,1765,-7.771996,110.40994,https://www.google.com/maps/search/Student%20Park%20Hotel
EEPS,Sleman,The Rich Jogja Hotel,4.0,516000,16328,-7.752576,110.36097,https://www.google.com/maps/search/The%20Rich%20Jogja%20Hotel
LTM3,Kota Yogyakarta,Ibis Yogyakarta Malioboro Hotel,4.0,625000,6638,-7.793226,110.36632,https://www.google.com/maps/search/Ibis%20Yogyakarta%20Malioboro%20Hotel
D02S,Kota Yogyakarta,Grand Inna Malioboro,4.0,313000,16175,-7.790251,110.36624,https://www.google.com/maps/search/Grand%20Inna%20Malioboro
NM7H,Sleman,Hotel Dafam Fortuna Malioboro,3.9,547000,221,-7.793525,110.36294,https://www.google.com/maps/search/Hotel%20Dafam%20Fortuna%20Malioboro
05EF,Kota Yogyakarta,Duta Garden Hotel,4.0,281000,551,-7.816747,110.36953,https://www.google.com/maps/search/Duta%20Garden%20Hotel
1T9I,Kota Yogyakarta,The Alana Hotel & Conference Center Malioboro Yogyakarta by ASTON,4.5,406000,29072,-7.815372,110.36568,https://www.google.com/maps/search/The%20Alana%20Hotel%20%26%20Conference%20Center%20Malioboro%20Yogyakarta%20by%20ASTON
FQOB,Kota Yogyakarta,POP! Hotel Sangaji Yogyakarta,4.0,297000,6037,-7.781406,110.36751,https://www.google.com/maps/search/POP%21%20Hotel%20Sangaji%20Yogyakarta
DJFA,Kota Yogyakarta,Indies Heritage Hotel,4.0,279000,293,-7.820624,110.36952,https://www.google.com/maps/search/Indies%20Heritage%20Hotel
O9JU,Sleman,Indoluxe Hotel Jogjakarta,4.0,234000,6100,-7.750331,110.37264,https://www.google.com/maps/search/Indoluxe%20Hotel%20Jogjakarta
GDQU,Kota Yogyakarta,POP! Hotel Malioboro,4.0,250000,4082,-7.790646,110.362045,https://www.google.com/maps/search/POP%21%20Hotel%20Malioboro
WM91,Kota Yogyakarta,Platinum Adisucipto Hotel & Conference Center,4.0,797000,8092,-7.783377,110.43711,https://www.google.com/maps/search/Platinum%20Adisucipto%20Hotel%20%26%20Conference%20Center
2XSS,Kota Yogyakarta,Puri Artha Hotel,4.0,547000,1562,-7.77992,110.39104,https://www.google.com/maps/search/Puri%20Artha%20Hotel
RSGX,Bantul,Rajaklana Resort Villa & Spa,4.5,313000,1018,-7.839917,110.28714,https://www.google.com/maps/search/Rajaklana%20Resort%20Villa%20%26%20Spa
L2W0,Kota Yogyakarta,Zest Hotel Yogyakarta,4.0,344000,5085,-7.79915,110.373276,https://www.google.com/maps/search/Zest%20Hotel%20Yogyakarta
GTPC,Kota Yogyakarta,favehotel Kusumanegara,4.0,250000,10822,-7.801358,110.38829,https://www.google.com/maps/search/favehotel%20Kusumanegara
JWMN,Kota Yogyakarta,Sheraton Mustika Yogyakarta Resort & Spa,4.0,250000,7898,-7.779258,110.428604,https://www.google.com/maps/search/Sheraton%20Mustika%20Yogyakarta%20Resort%20%26%20Spa
